Version #9: 8/7/2020,,,,,,,,,,,,,,,,,,
"Description: Counties with accessible data (denoted with ""X"") from the datasets listed in the column headings",,,,,,,,,,,,,,,,,,
County id,County,State,Country,JHU,NYT: Case Counts,University of Washington,US Census Bureau: Demographic Estimates,Corona Data Scraper,Google,Apple,IBM Weather,NYT: All Cause Mortality,PlaceIQ,US Bureau of Labor Statistics,Realtor.com,Bureau of Economic Analysis,Opportunity Insights,US CDC: Select Demographic Characteristics
Buncombe_NorthCarolina_UnitedStates,Buncombe,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Burke_NorthCarolina_UnitedStates,Burke,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Cabarrus_NorthCarolina_UnitedStates,Cabarrus,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Caldwell_NorthCarolina_UnitedStates,Caldwell,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Camden_NorthCarolina_UnitedStates,Camden,North Carolina,United States,X,X,,X,X,X,,X,,,,,X,,X
Carteret_NorthCarolina_UnitedStates,Carteret,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Caswell_NorthCarolina_UnitedStates,Caswell,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,,X
Catawba_NorthCarolina_UnitedStates,Catawba,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Chatham_NorthCarolina_UnitedStates,Chatham,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Cherokee_NorthCarolina_UnitedStates,Cherokee,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Chowan_NorthCarolina_UnitedStates,Chowan,North Carolina,United States,X,X,,X,X,X,,X,,,,,X,X,X
Clay_NorthCarolina_UnitedStates,Clay,North Carolina,United States,X,X,,X,X,X,,X,,,,,X,X,X
Cleveland_NorthCarolina_UnitedStates,Cleveland,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Columbus_NorthCarolina_UnitedStates,Columbus,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Craven_NorthCarolina_UnitedStates,Craven,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Cumberland_NorthCarolina_UnitedStates,Cumberland,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Currituck_NorthCarolina_UnitedStates,Currituck,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Dare_NorthCarolina_UnitedStates,Dare,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Davidson_NorthCarolina_UnitedStates,Davidson,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Davie_NorthCarolina_UnitedStates,Davie,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Duplin_NorthCarolina_UnitedStates,Duplin,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Durham_NorthCarolina_UnitedStates,Durham,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Edgecombe_NorthCarolina_UnitedStates,Edgecombe,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Forsyth_NorthCarolina_UnitedStates,Forsyth,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Franklin_NorthCarolina_UnitedStates,Franklin,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Gaston_NorthCarolina_UnitedStates,Gaston,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Gates_NorthCarolina_UnitedStates,Gates,North Carolina,United States,X,X,,X,X,X,,X,,,,,X,,X
Graham_NorthCarolina_UnitedStates,Graham,North Carolina,United States,X,X,,X,X,X,,X,,,,,X,,X
Granville_NorthCarolina_UnitedStates,Granville,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Greene_NorthCarolina_UnitedStates,Greene,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,,X
Guilford_NorthCarolina_UnitedStates,Guilford,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Halifax_NorthCarolina_UnitedStates,Halifax,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Harnett_NorthCarolina_UnitedStates,Harnett,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Haywood_NorthCarolina_UnitedStates,Haywood,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Henderson_NorthCarolina_UnitedStates,Henderson,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Hertford_NorthCarolina_UnitedStates,Hertford,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Hoke_NorthCarolina_UnitedStates,Hoke,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Hyde_NorthCarolina_UnitedStates,Hyde,North Carolina,United States,X,X,,X,X,,,X,,,,,X,,X
Iredell_NorthCarolina_UnitedStates,Iredell,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Jackson_NorthCarolina_UnitedStates,Jackson,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Johnston_NorthCarolina_UnitedStates,Johnston,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Jones_NorthCarolina_UnitedStates,Jones,North Carolina,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Lee_NorthCarolina_UnitedStates,Lee,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lenoir_NorthCarolina_UnitedStates,Lenoir,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lincoln_NorthCarolina_UnitedStates,Lincoln,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
McDowell_NorthCarolina_UnitedStates,McDowell,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Macon_NorthCarolina_UnitedStates,Macon,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Madison_NorthCarolina_UnitedStates,Madison,North Carolina,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Martin_NorthCarolina_UnitedStates,Martin,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Mecklenburg_NorthCarolina_UnitedStates,Mecklenburg,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Mitchell_NorthCarolina_UnitedStates,Mitchell,North Carolina,United States,X,X,,X,X,X,,X,,,,,X,X,X
Montgomery_NorthCarolina_UnitedStates,Montgomery,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Moore_NorthCarolina_UnitedStates,Moore,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Nash_NorthCarolina_UnitedStates,Nash,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
NewHanover_NorthCarolina_UnitedStates,New Hanover,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Northampton_NorthCarolina_UnitedStates,Northampton,North Carolina,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Onslow_NorthCarolina_UnitedStates,Onslow,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Orange_NorthCarolina_UnitedStates,Orange,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Pamlico_NorthCarolina_UnitedStates,Pamlico,North Carolina,United States,X,X,,X,X,X,,X,,,,,X,X,X
Pasquotank_NorthCarolina_UnitedStates,Pasquotank,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Pender_NorthCarolina_UnitedStates,Pender,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Perquimans_NorthCarolina_UnitedStates,Perquimans,North Carolina,United States,X,X,,X,X,X,,X,,,,,X,,X
Person_NorthCarolina_UnitedStates,Person,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Pitt_NorthCarolina_UnitedStates,Pitt,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Polk_NorthCarolina_UnitedStates,Polk,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Randolph_NorthCarolina_UnitedStates,Randolph,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Richmond_NorthCarolina_UnitedStates,Richmond,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Robeson_NorthCarolina_UnitedStates,Robeson,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Rockingham_NorthCarolina_UnitedStates,Rockingham,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Rowan_NorthCarolina_UnitedStates,Rowan,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Rutherford_NorthCarolina_UnitedStates,Rutherford,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Sampson_NorthCarolina_UnitedStates,Sampson,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Scotland_NorthCarolina_UnitedStates,Scotland,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Stanly_NorthCarolina_UnitedStates,Stanly,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Stokes_NorthCarolina_UnitedStates,Stokes,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Surry_NorthCarolina_UnitedStates,Surry,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Swain_NorthCarolina_UnitedStates,Swain,North Carolina,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Transylvania_NorthCarolina_UnitedStates,Transylvania,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Tyrrell_NorthCarolina_UnitedStates,Tyrrell,North Carolina,United States,X,X,,X,X,,,X,,,,,X,,X
Union_NorthCarolina_UnitedStates,Union,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Vance_NorthCarolina_UnitedStates,Vance,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wake_NorthCarolina_UnitedStates,Wake,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Warren_NorthCarolina_UnitedStates,Warren,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Washington_NorthCarolina_UnitedStates,Washington,North Carolina,United States,X,X,,X,X,X,,X,,,,,X,,X
Watauga_NorthCarolina_UnitedStates,Watauga,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wayne_NorthCarolina_UnitedStates,Wayne,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wilkes_NorthCarolina_UnitedStates,Wilkes,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wilson_NorthCarolina_UnitedStates,Wilson,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Yadkin_NorthCarolina_UnitedStates,Yadkin,North Carolina,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Yancey_NorthCarolina_UnitedStates,Yancey,North Carolina,United States,X,X,,X,X,X,,X,,,,,X,X,X
Adams_NorthDakota_UnitedStates,Adams,North Dakota,United States,X,,,X,X,,,X,,,,,X,,X
Barnes_NorthDakota_UnitedStates,Barnes,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,X,X
Benson_NorthDakota_UnitedStates,Benson,North Dakota,United States,X,X,,X,X,,,X,,,,,X,X,X
Billings_NorthDakota_UnitedStates,Billings,North Dakota,United States,X,,,X,X,,,X,,,,,X,,X
Bottineau_NorthDakota_UnitedStates,Bottineau,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,X,X
Bowman_NorthDakota_UnitedStates,Bowman,North Dakota,United States,X,X,,X,X,,,X,,,,,X,X,X
Burke_NorthDakota_UnitedStates,Burke,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Burleigh_NorthDakota_UnitedStates,Burleigh,North Dakota,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Cass_NorthDakota_UnitedStates,Cass,North Dakota,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Cavalier_NorthDakota_UnitedStates,Cavalier,North Dakota,United States,X,,,X,X,,,X,,,,,X,,X
Dickey_NorthDakota_UnitedStates,Dickey,North Dakota,United States,X,,,X,X,,,X,,,,,X,X,X
Divide_NorthDakota_UnitedStates,Divide,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Dunn_NorthDakota_UnitedStates,Dunn,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,X,X
Eddy_NorthDakota_UnitedStates,Eddy,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Emmons_NorthDakota_UnitedStates,Emmons,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Foster_NorthDakota_UnitedStates,Foster,North Dakota,United States,X,X,,X,X,,,X,,,,,X,X,X
GoldenValley_NorthDakota_UnitedStates,Golden Valley,North Dakota,United States,X,,,X,X,,,X,,,,,X,,X
GrandForks_NorthDakota_UnitedStates,Grand Forks,North Dakota,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Grant_NorthDakota_UnitedStates,Grant,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Griggs_NorthDakota_UnitedStates,Griggs,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Hettinger_NorthDakota_UnitedStates,Hettinger,North Dakota,United States,X,,,X,X,,,X,,,,,X,,X
Kidder_NorthDakota_UnitedStates,Kidder,North Dakota,United States,X,,,X,X,,,X,,,,,X,,X
LaMoure_NorthDakota_UnitedStates,LaMoure,North Dakota,United States,X,,,X,X,,,X,,,,,X,,X
Logan_NorthDakota_UnitedStates,Logan,North Dakota,United States,X,,,X,X,,,X,,,,,X,,X
McHenry_NorthDakota_UnitedStates,McHenry,North Dakota,United States,X,X,,X,X,,,X,,,,,X,X,X
McIntosh_NorthDakota_UnitedStates,McIntosh,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
McKenzie_NorthDakota_UnitedStates,McKenzie,North Dakota,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
McLean_NorthDakota_UnitedStates,McLean,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,X,X
Mercer_NorthDakota_UnitedStates,Mercer,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,X,X
Morton_NorthDakota_UnitedStates,Morton,North Dakota,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Mountrail_NorthDakota_UnitedStates,Mountrail,North Dakota,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Nelson_NorthDakota_UnitedStates,Nelson,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Oliver_NorthDakota_UnitedStates,Oliver,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Pembina_NorthDakota_UnitedStates,Pembina,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,,X
Pierce_NorthDakota_UnitedStates,Pierce,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Ramsey_NorthDakota_UnitedStates,Ramsey,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,X,X
Ransom_NorthDakota_UnitedStates,Ransom,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,,X
Renville_NorthDakota_UnitedStates,Renville,North Dakota,United States,X,X,,X,X,,,X,,,,,X,X,X
Richland_NorthDakota_UnitedStates,Richland,North Dakota,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Rolette_NorthDakota_UnitedStates,Rolette,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,X,X
Sargent_NorthDakota_UnitedStates,Sargent,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,X,X
Sheridan_NorthDakota_UnitedStates,Sheridan,North Dakota,United States,X,,,X,X,,,X,,,,,X,,X
Sioux_NorthDakota_UnitedStates,Sioux,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Slope_NorthDakota_UnitedStates,Slope,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Stark_NorthDakota_UnitedStates,Stark,North Dakota,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Steele_NorthDakota_UnitedStates,Steele,North Dakota,United States,X,X,,X,X,,,X,,,,,X,,X
Stutsman_NorthDakota_UnitedStates,Stutsman,North Dakota,United States,X,X,,X,X,X,X,X,,,,,X,X,X
Towner_NorthDakota_UnitedStates,Towner,North Dakota,United States,X,,,X,X,,,X,,,,,X,,X
Traill_NorthDakota_UnitedStates,Traill,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,X,X
Walsh_NorthDakota_UnitedStates,Walsh,North Dakota,United States,X,X,,X,X,X,,X,,,,,X,X,X
Ward_NorthDakota_UnitedStates,Ward,North Dakota,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wells_NorthDakota_UnitedStates,Wells,North Dakota,United States,X,X,,X,X,,,X,,,,,X,X,X
Williams_NorthDakota_UnitedStates,Williams,North Dakota,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Adams_Ohio_UnitedStates,Adams,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Allen_Ohio_UnitedStates,Allen,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Ashland_Ohio_UnitedStates,Ashland,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Ashtabula_Ohio_UnitedStates,Ashtabula,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Athens_Ohio_UnitedStates,Athens,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Auglaize_Ohio_UnitedStates,Auglaize,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Belmont_Ohio_UnitedStates,Belmont,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Brown_Ohio_UnitedStates,Brown,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Butler_Ohio_UnitedStates,Butler,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Carroll_Ohio_UnitedStates,Carroll,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Champaign_Ohio_UnitedStates,Champaign,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Clark_Ohio_UnitedStates,Clark,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Clermont_Ohio_UnitedStates,Clermont,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Clinton_Ohio_UnitedStates,Clinton,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Columbiana_Ohio_UnitedStates,Columbiana,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Coshocton_Ohio_UnitedStates,Coshocton,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Crawford_Ohio_UnitedStates,Crawford,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Cuyahoga_Ohio_UnitedStates,Cuyahoga,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Darke_Ohio_UnitedStates,Darke,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Defiance_Ohio_UnitedStates,Defiance,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Delaware_Ohio_UnitedStates,Delaware,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Erie_Ohio_UnitedStates,Erie,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Fairfield_Ohio_UnitedStates,Fairfield,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Fayette_Ohio_UnitedStates,Fayette,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Franklin_Ohio_UnitedStates,Franklin,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Fulton_Ohio_UnitedStates,Fulton,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Gallia_Ohio_UnitedStates,Gallia,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Geauga_Ohio_UnitedStates,Geauga,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Greene_Ohio_UnitedStates,Greene,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Guernsey_Ohio_UnitedStates,Guernsey,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Hamilton_Ohio_UnitedStates,Hamilton,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Hancock_Ohio_UnitedStates,Hancock,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Hardin_Ohio_UnitedStates,Hardin,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Harrison_Ohio_UnitedStates,Harrison,Ohio,United States,X,X,,X,X,X,,X,,,,,X,X,X
Henry_Ohio_UnitedStates,Henry,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Highland_Ohio_UnitedStates,Highland,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Hocking_Ohio_UnitedStates,Hocking,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Holmes_Ohio_UnitedStates,Holmes,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Huron_Ohio_UnitedStates,Huron,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Jackson_Ohio_UnitedStates,Jackson,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Jefferson_Ohio_UnitedStates,Jefferson,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Knox_Ohio_UnitedStates,Knox,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lake_Ohio_UnitedStates,Lake,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lawrence_Ohio_UnitedStates,Lawrence,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Licking_Ohio_UnitedStates,Licking,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Logan_Ohio_UnitedStates,Logan,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lorain_Ohio_UnitedStates,Lorain,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Lucas_Ohio_UnitedStates,Lucas,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Madison_Ohio_UnitedStates,Madison,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Mahoning_Ohio_UnitedStates,Mahoning,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Marion_Ohio_UnitedStates,Marion,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Medina_Ohio_UnitedStates,Medina,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Meigs_Ohio_UnitedStates,Meigs,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Mercer_Ohio_UnitedStates,Mercer,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Miami_Ohio_UnitedStates,Miami,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Monroe_Ohio_UnitedStates,Monroe,Ohio,United States,X,X,,X,X,X,,X,,,,,X,X,X
Montgomery_Ohio_UnitedStates,Montgomery,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Morgan_Ohio_UnitedStates,Morgan,Ohio,United States,X,X,,X,X,X,,X,,,,,X,X,X
Morrow_Ohio_UnitedStates,Morrow,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Muskingum_Ohio_UnitedStates,Muskingum,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Noble_Ohio_UnitedStates,Noble,Ohio,United States,X,X,,X,X,X,,X,,,,,X,X,X
Ottawa_Ohio_UnitedStates,Ottawa,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Paulding_Ohio_UnitedStates,Paulding,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Perry_Ohio_UnitedStates,Perry,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Pickaway_Ohio_UnitedStates,Pickaway,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Pike_Ohio_UnitedStates,Pike,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Portage_Ohio_UnitedStates,Portage,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Preble_Ohio_UnitedStates,Preble,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Putnam_Ohio_UnitedStates,Putnam,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Richland_Ohio_UnitedStates,Richland,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Ross_Ohio_UnitedStates,Ross,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Sandusky_Ohio_UnitedStates,Sandusky,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Scioto_Ohio_UnitedStates,Scioto,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Seneca_Ohio_UnitedStates,Seneca,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Shelby_Ohio_UnitedStates,Shelby,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Stark_Ohio_UnitedStates,Stark,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Summit_Ohio_UnitedStates,Summit,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Trumbull_Ohio_UnitedStates,Trumbull,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Tuscarawas_Ohio_UnitedStates,Tuscarawas,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Union_Ohio_UnitedStates,Union,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
VanWert_Ohio_UnitedStates,Van Wert,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Vinton_Ohio_UnitedStates,Vinton,Ohio,United States,X,X,,X,X,X,,X,,,,,X,X,X
Warren_Ohio_UnitedStates,Warren,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Washington_Ohio_UnitedStates,Washington,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wayne_Ohio_UnitedStates,Wayne,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Williams_Ohio_UnitedStates,Williams,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wood_Ohio_UnitedStates,Wood,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Wyandot_Ohio_UnitedStates,Wyandot,Ohio,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Adair_Oklahoma_UnitedStates,Adair,Oklahoma,United States,X,X,,X,X,X,,X,,,,,X,,X
Alfalfa_Oklahoma_UnitedStates,Alfalfa,Oklahoma,United States,X,X,,X,X,,,X,,,,,X,,X
Atoka_Oklahoma_UnitedStates,Atoka,Oklahoma,United States,X,X,,X,X,X,X,X,,,,,X,,X
Beaver_Oklahoma_UnitedStates,Beaver,Oklahoma,United States,X,X,,X,X,,,X,,,,,X,,X
Beckham_Oklahoma_UnitedStates,Beckham,Oklahoma,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Blaine_Oklahoma_UnitedStates,Blaine,Oklahoma,United States,X,X,,X,X,X,X,X,,,,,X,,X
Bryan_Oklahoma_UnitedStates,Bryan,Oklahoma,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Caddo_Oklahoma_UnitedStates,Caddo,Oklahoma,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
Canadian_Oklahoma_UnitedStates,Canadian,Oklahoma,United States,X,X,,X,X,X,X,X,,X,,,X,X,X
