COUNTY_NAME,STATE_NAME,FIPS,county_pop2018_18 and older,anycondition_number,Obesity_number,Heart disease_number,COPD_number,diabetes_number,CKD_number,proportionAnyCondition,proportionObese,proportionHeartDisease,proportionCOPD,proportionDiabetes,proportionCKD
Madison,Alabama,01089,286553,127744,94849,20256,20400,34952,8511,0.445795368,0.33099985,0.070688494,0.071191019,0.121973945,0.029701312
Marengo,Alabama,01091,14731,8435,6570,1508,1629,2804,645,0.572601996,0.445998235,0.102369153,0.110583124,0.190346888,0.043785215
Marion,Alabama,01093,23580,12285,8253,2495,2823,3558,902,0.520992366,0.35,0.105810008,0.119720102,0.150890585,0.038252757
Marshall,Alabama,01095,72173,39015,28075,7011,7986,10471,2569,0.540576116,0.388995885,0.09714159,0.110650797,0.145081956,0.035595029
Mobile,Alabama,01097,317046,155134,116990,28026,28849,45540,11166,0.489310699,0.369000082,0.088397267,0.090993105,0.143638463,0.035218864
Monroe,Alabama,01099,16524,9388,6957,1838,2012,3235,750,0.568143307,0.421023965,0.111232147,0.121762285,0.195775841,0.045388526
Montgomery,Alabama,01101,172989,89485,63314,13991,14595,27581,6253,0.517287226,0.36600015,0.080877975,0.084369526,0.159437883,0.036146807
Morgan,Alabama,01103,91921,45187,34378,8042,8910,12583,3088,0.491585166,0.373995061,0.087488169,0.09693106,0.136889285,0.033594064
Perry,Alabama,01105,7198,4435,3174,845,926,1632,378,0.616143373,0.440955821,0.11739372,0.128646846,0.226729647,0.052514587
Pickens,Alabama,01107,16017,8970,6711,1612,1784,2883,669,0.560029968,0.418992321,0.100643067,0.111381657,0.179996254,0.041768121
Pike,Alabama,01109,27010,13764,10156,2064,2336,3626,887,0.509589041,0.376008886,0.076416142,0.086486486,0.134246575,0.032839689
Randolph,Alabama,01111,17851,9782,6444,1796,2013,2880,682,0.547980505,0.36098818,0.10061061,0.112766792,0.161335499,0.038205143
Russell,Alabama,01113,43813,22378,16780,3613,4127,6821,1584,0.510761646,0.38299135,0.082464109,0.094195787,0.155684386,0.036153653
St. Clair,Alabama,01115,68564,36408,26054,5711,6712,8914,2181,0.531007526,0.379995333,0.08329444,0.097893939,0.130009918,0.031809696
Shelby,Alabama,01117,165062,71797,53975,10912,11446,17570,4464,0.43496989,0.32699834,0.066108493,0.069343641,0.106444851,0.027044383
Sumter,Alabama,01119,10284,5496,4155,954,1020,1946,456,0.534422404,0.404025671,0.092765461,0.099183197,0.189225982,0.044340723
Talladega,Alabama,01121,62910,36113,24346,6165,6955,10465,2427,0.574042283,0.386997298,0.097997139,0.110554761,0.166348752,0.038578922
Tallapoosa,Alabama,01123,32128,15892,11245,3349,3725,5377,1295,0.494646414,0.350006225,0.104239293,0.11594248,0.167361803,0.04030752
Tuscaloosa,Alabama,01125,165150,75284,56151,10770,12334,19810,4691,0.455852256,0.34,0.065213442,0.074683621,0.119951559,0.028404481
Walker,Alabama,01127,49568,26556,18142,5069,5870,7386,1828,0.53574887,0.36600226,0.102263557,0.118423176,0.149007424,0.036878631
Washington,Alabama,01129,12774,6941,4458,1331,1506,2214,518,0.543369344,0.348990136,0.104196023,0.117895726,0.173320808,0.040551119
Wilcox,Alabama,01131,8102,4769,3670,911,991,1770,405,0.588620094,0.452974574,0.112441373,0.122315478,0.218464577,0.049987657
Winston,Alabama,01133,18827,9848,6797,2062,2342,2947,731,0.523078557,0.361024061,0.109523557,0.124395815,0.156530515,0.038827216
Aleutians East,Alaska,02013,3238,1250,920,204,186,439,90,0.386040766,0.284126004,0.063001853,0.057442866,0.135577517,0.027794935
Aleutians West,Alaska,02016,5085,1996,1546,268,254,571,119,0.39252704,0.304031465,0.052704031,0.049950836,0.112291052,0.023402163
Anchorage,Alaska,02020,220199,81868,60995,11289,12059,19490,5309,0.371790971,0.276999441,0.051267263,0.0547641,0.088510847,0.02411001
Bethel,Alaska,02050,11674,5557,4319,1069,1373,1839,472,0.476015076,0.369967449,0.091571013,0.117611787,0.157529553,0.040431729
Bristol Bay,Alaska,02060,710,293,227,52,55,83,22,0.412676056,0.31971831,0.073239437,0.077464789,0.116901408,0.030985915
Denali,Alaska,02068,1675,583,456,103,108,157,44,0.348059701,0.272238806,0.061492537,0.064477612,0.093731343,0.026268657
Dillingham,Alaska,02070,3422,1564,1194,286,338,478,125,0.457042665,0.348918761,0.083576856,0.098772648,0.139684395,0.036528346
Fairbanks North Star,Alaska,02090,75110,27556,22533,3615,3958,5756,1653,0.36687525,0.3,0.04812941,0.052696046,0.07663427,0.022007722
Haines,Alaska,02100,2050,785,580,153,151,223,65,0.382926829,0.282926829,0.074634146,0.073658537,0.108780488,0.031707317
Hoonah-Angoon,Alaska,02105,1754,823,593,170,167,260,69,0.469213227,0.338084379,0.096921323,0.095210946,0.148232611,0.039338655
Juneau,Alaska,02110,25283,8394,6321,1397,1416,2135,621,0.33200174,0.250009888,0.055254519,0.056006012,0.084444093,0.024561959
Kenai Peninsula,Alaska,02122,45306,18050,14770,3351,3555,4846,1384,0.398401978,0.326005386,0.073963713,0.078466428,0.10696155,0.03054783
Ketchikan Gateway,Alaska,02130,10816,4909,3764,734,778,1148,313,0.453864645,0.348002959,0.067862426,0.071930473,0.106139053,0.028938609
Kodiak Island,Alaska,02150,9928,3603,2551,529,568,945,239,0.362912973,0.25695004,0.053283642,0.057211926,0.095185334,0.024073328
Kusilvak,Alaska,02158,4912,2734,2117,522,716,895,229,0.556596091,0.430985342,0.106270358,0.145765472,0.18220684,0.046620521
Lake and Peninsula,Alaska,02164,1134,530,407,97,115,164,42,0.467372134,0.358906526,0.085537919,0.101410935,0.144620811,0.037037037
Matanuska-Susitna,Alaska,02170,78750,31737,24098,4681,5513,6996,2049,0.403009524,0.306006349,0.05944127,0.070006349,0.088838095,0.026019048
Nome,Alaska,02180,6541,3229,2472,536,665,903,233,0.493655404,0.377923865,0.081944657,0.101666412,0.138052286,0.035621465
North Slope,Alaska,02185,7259,3147,2454,475,521,814,200,0.433530789,0.338063094,0.06543601,0.071772971,0.112136658,0.027552004
Northwest Arctic,Alaska,02188,4965,2504,1961,432,526,739,186,0.504330312,0.394964753,0.087009063,0.105941591,0.148841893,0.037462236
Petersburg,Alaska,02195,2551,978,704,188,190,278,77,0.383379067,0.275970208,0.07369659,0.074480596,0.108976872,0.030184241
Prince of Wales-Hyder,Alaska,02198,4951,2302,1634,457,485,705,185,0.464956574,0.330034336,0.092304585,0.097960008,0.142395476,0.037366189
Sitka,Alaska,02220,6793,2220,1800,431,433,658,189,0.326807007,0.264978654,0.063447667,0.063742087,0.096864419,0.027822759
Skagway,Alaska,02230,966,352,279,53,55,77,23,0.364389234,0.288819876,0.054865424,0.056935818,0.079710145,0.023809524
Southeast Fairbanks,Alaska,02240,5165,2346,1673,371,402,562,153,0.454211036,0.323910939,0.071829622,0.077831559,0.108809293,0.029622459
Valdez-Cordova,Alaska,02261,7018,3008,2246,452,454,657,189,0.42861214,0.320034198,0.064405814,0.064690795,0.093616415,0.02693075
Wrangell,Alaska,02275,2002,893,605,182,185,263,72,0.446053946,0.302197802,0.090909091,0.092407592,0.131368631,0.035964036
Yakutat,Alaska,02282,492,222,162,45,43,70,18,0.451219512,0.329268293,0.091463415,0.087398374,0.142276423,0.036585366
Yukon-Koyukuk,Alaska,02290,3873,1835,1301,408,449,663,170,0.473792925,0.335915311,0.105344694,0.115930803,0.171185128,0.043893623
Apache,Arizona,04001,52300,25089,18200,5693,6717,8894,2669,0.479713193,0.347992352,0.108852772,0.128432122,0.170057361,0.051032505
Cochise,Arizona,04003,99458,44926,32025,8393,7991,11673,3761,0.451708259,0.321995214,0.08438738,0.080345472,0.117366124,0.037814957
Coconino,Arizona,04005,113400,36031,27896,6344,7322,9597,3246,0.317733686,0.245996473,0.055943563,0.064567901,0.08462963,0.028624339
Gila,Arizona,04007,43062,20281,13780,4681,4737,6121,1979,0.470972087,0.320003716,0.10870373,0.11000418,0.142143886,0.045956992
Graham,Arizona,04009,27785,12934,9447,2028,2101,3201,921,0.465502969,0.340003599,0.072989023,0.07561634,0.115206046,0.033147382
Greenlee,Arizona,04011,6893,2918,2254,444,443,751,213,0.423328014,0.326998404,0.064413173,0.064268098,0.10895111,0.030900914
La Paz,Arizona,04012,17558,9566,6075,2538,2215,3108,970,0.544822873,0.345996127,0.144549493,0.12615332,0.177013327,0.055245472
Maricopa,Arizona,04013,3358036,1319260,1000695,214586,222293,321467,105112,0.392866545,0.298000081,0.063902233,0.066197325,0.095730659,0.03130163
Mohave,Arizona,04015,173811,82338,49710,19531,19296,24750,7559,0.473721456,0.286000311,0.112369183,0.111017139,0.142396051,0.043489768
Navajo,Arizona,04017,80973,38682,26316,8569,9193,12334,3679,0.477714794,0.324997221,0.105825399,0.113531671,0.152322379,0.045434898
Pima,Arizona,04019,822337,332209,236011,63461,57452,88469,28191,0.403981579,0.287000342,0.077171525,0.069864301,0.107582415,0.034281566
Pinal,Arizona,04021,346360,177148,130231,27761,28726,46827,12358,0.511456288,0.375998961,0.08015071,0.082936829,0.135197482,0.03567964
Santa Cruz,Arizona,04023,34076,15662,12267,2930,2500,5440,1487,0.459619674,0.359989435,0.08598427,0.073365418,0.159643151,0.043637751
Yavapai,Arizona,04025,194306,87153,53240,19213,18574,23017,7876,0.448534785,0.274000803,0.098880117,0.09559149,0.118457485,0.040534003
Yuma,Arizona,04027,158634,74673,58536,13649,12591,20561,6229,0.470725065,0.36900034,0.086040824,0.079371383,0.129612819,0.039266488
Arkansas,Arkansas,05001,13695,7186,5245,1411,1481,2120,536,0.52471705,0.382986491,0.103030303,0.108141658,0.154801022,0.039138372
Ashley,Arkansas,05003,15464,8485,5861,1665,1755,2529,631,0.54869374,0.379009312,0.107669426,0.113489395,0.163541128,0.040804449
Baxter,Arkansas,05005,34235,16754,11126,4036,3889,4966,1381,0.489382211,0.324989046,0.117891047,0.113597196,0.145056229,0.040338835
Benton,Arkansas,05007,201039,84302,65740,14170,13975,20795,5240,0.419331572,0.327001229,0.070483836,0.069513875,0.103437641,0.026064594
Boone,Arkansas,05009,28887,13982,9359,2904,3048,3742,1021,0.484023955,0.323986568,0.10052965,0.105514591,0.129539239,0.035344619
Bradley,Arkansas,05011,8286,4393,3066,847,865,1355,332,0.530171373,0.370021723,0.102220613,0.104392952,0.163528844,0.040067584
Calhoun,Arkansas,05013,4282,2203,1627,457,476,679,170,0.514479215,0.379962634,0.106725829,0.111163008,0.158570761,0.039701074
Carroll,Arkansas,05015,22158,10052,7755,2297,2295,3077,818,0.453651052,0.349986461,0.103664591,0.10357433,0.138866324,0.036916689
Chicot,Arkansas,05017,8111,4402,3390,934,941,1546,385,0.542719763,0.417950931,0.115152262,0.116015288,0.190605351,0.047466404
Clark,Arkansas,05019,17877,7859,5864,1352,1377,2101,546,0.439615148,0.328019243,0.075627902,0.077026347,0.117525312,0.030542037
Clay,Arkansas,05021,11619,5718,3985,1316,1435,1692,458,0.492124968,0.342972717,0.113262759,0.123504605,0.145623548,0.039418194
Cleburne,Arkansas,05023,20228,10058,6453,2303,2302,2946,790,0.49723156,0.319013249,0.113852086,0.11380265,0.145639707,0.039054776
Cleveland,Arkansas,05025,6264,3338,2399,677,695,936,240,0.532886335,0.38298212,0.108077905,0.110951469,0.149425287,0.038314176
Columbia,Arkansas,05027,18666,9554,7541,1689,1746,2713,675,0.511839709,0.403996571,0.090485374,0.093539055,0.145344477,0.036162006
Conway,Arkansas,05029,16179,8095,6067,1610,1688,2314,593,0.500339947,0.374992274,0.099511713,0.104332777,0.143024909,0.036652451
Craighead,Arkansas,05031,81468,40631,30876,6085,6644,9386,2384,0.4987357,0.378995434,0.074691904,0.081553493,0.11521088,0.029263024
Crawford,Arkansas,05033,47905,24938,18587,4384,4711,6089,1577,0.520571965,0.387997078,0.091514456,0.098340466,0.12710573,0.032919319
Crittenden,Arkansas,05035,35266,19099,13472,3077,3347,5577,1311,0.541569784,0.382011002,0.087251177,0.094907276,0.158140986,0.037174616
Cross,Arkansas,05037,12770,6793,5044,1261,1340,1945,478,0.531949883,0.394988254,0.098747063,0.104933438,0.152310102,0.03743148
Dallas,Arkansas,05039,5647,3112,2281,614,607,1011,244,0.551089074,0.403931291,0.108730299,0.107490703,0.179033115,0.043208783
Desha,Arkansas,05041,8562,5012,3699,996,1056,1656,403,0.585377248,0.432025228,0.116327961,0.123335669,0.193412754,0.047068442
Drew,Arkansas,05043,14389,6769,4648,1287,1331,2005,508,0.4704288,0.323024533,0.089443325,0.092501216,0.139342553,0.035304747
Faulkner,Arkansas,05045,96026,41457,31208,6488,7097,9939,2543,0.431726824,0.324995314,0.067565034,0.073907067,0.103503218,0.026482411
Franklin,Arkansas,05047,13736,6776,5124,1481,1603,1979,517,0.493302271,0.373034362,0.10781887,0.116700641,0.144073966,0.037638323
Fulton,Arkansas,05049,9748,5201,3539,1269,1305,1600,430,0.533545343,0.363048831,0.13018055,0.133873615,0.164136233,0.044111613
Garland,Arkansas,05051,79213,35568,24952,8198,8149,11133,2980,0.449017207,0.314998801,0.103493114,0.102874528,0.140545113,0.037620088
Grant,Arkansas,05053,14107,6338,4796,1231,1268,1664,437,0.449280499,0.339973063,0.087261643,0.089884455,0.117955625,0.030977529
Greene,Arkansas,05055,34222,16336,11978,2936,3272,4056,1061,0.477353749,0.350008766,0.085792765,0.09561101,0.11852025,0.031003448
Hempstead,Arkansas,05057,16132,8530,6308,1681,1733,2676,655,0.528762708,0.391024052,0.104202827,0.107426234,0.165881478,0.040602529
Hot Spring,Arkansas,05059,26787,12164,9054,2562,2728,3642,937,0.45410087,0.337999776,0.095643409,0.101840445,0.135961474,0.034979654
Howard,Arkansas,05061,9869,4958,3819,1000,1055,1507,384,0.502381194,0.386969298,0.101327389,0.106900395,0.152700375,0.038909717
Independence,Arkansas,05063,28556,12752,9595,2658,2867,3520,964,0.446561143,0.336006443,0.093080263,0.100399216,0.123266564,0.033758229
Izard,Arkansas,05065,11146,5660,3857,1276,1281,1662,438,0.507805491,0.346043424,0.114480531,0.114929123,0.149111789,0.039296609
Jackson,Arkansas,05067,13430,7057,5211,1408,1579,2070,520,0.525465376,0.388011914,0.104839911,0.117572599,0.154132539,0.038719285
Jefferson,Arkansas,05069,53061,27960,22392,4866,5096,8680,2089,0.526940691,0.422004862,0.091705773,0.096040406,0.163585307,0.039369782
Johnson,Arkansas,05071,20125,9997,7245,2038,2205,2827,730,0.496745342,0.36,0.101267081,0.109565217,0.14047205,0.036273292
Lafayette,Arkansas,05073,5452,2947,2110,633,636,975,246,0.540535583,0.38701394,0.116104182,0.116654439,0.178833456,0.045121056
Lawrence,Arkansas,05075,12820,6313,4731,1321,1388,1759,461,0.492433697,0.369032761,0.103042122,0.108268331,0.137207488,0.035959438
Lee,Arkansas,05077,7346,4256,3188,821,851,1381,335,0.579362919,0.433977675,0.111761503,0.115845358,0.187993466,0.045603049
Lincoln,Arkansas,05079,11133,5953,4631,998,1076,1552,378,0.534716608,0.415970538,0.089643402,0.0966496,0.139405371,0.033953112
Little River,Arkansas,05081,9584,4819,3489,979,1013,1445,363,0.502817195,0.36404424,0.102149416,0.105696995,0.15077212,0.037875626
Logan,Arkansas,05083,17026,8209,5636,1790,1929,2401,629,0.482144955,0.331023141,0.105133326,0.11329731,0.141019617,0.036943498
Lonoke,Arkansas,05085,54648,25439,18854,3985,4377,5913,1518,0.465506514,0.345008052,0.072921241,0.080094422,0.108201581,0.027777778
Madison,Arkansas,05087,12577,5957,4226,1336,1463,1833,465,0.473642363,0.336010177,0.10622565,0.116323448,0.145742228,0.036972251
Marion,Arkansas,05089,13606,7059,4517,1720,1733,2232,585,0.518815229,0.331985889,0.126414817,0.127370278,0.164045274,0.042995737
Miller,Arkansas,05091,33289,15586,12384,3089,3287,4719,1195,0.46820271,0.37201478,0.092793415,0.098741326,0.141758539,0.035897744
Mississippi,Arkansas,05093,30494,17794,13112,2959,3341,5006,1179,0.583524628,0.429986227,0.097035482,0.109562537,0.164163442,0.038663344
Monroe,Arkansas,05095,5447,3081,2261,673,708,1080,263,0.565632458,0.415090876,0.12355425,0.129979805,0.198274279,0.048283459
Montgomery,Arkansas,05097,7285,3677,2470,909,922,1159,306,0.504735758,0.339052848,0.124776939,0.126561428,0.159094029,0.042004118
Nevada,Arkansas,05099,6444,3672,2713,694,705,1104,266,0.569832402,0.421011794,0.107697083,0.109404097,0.17132216,0.041278709
Newton,Arkansas,05101,6303,3419,2307,740,754,968,249,0.542440108,0.366016183,0.117404411,0.119625575,0.153577661,0.039504998
Ouachita,Arkansas,05103,18313,9916,7563,1999,2036,3310,796,0.54147327,0.412985311,0.109157429,0.111177852,0.180745918,0.04346639
Perry,Arkansas,05105,8038,4008,2878,852,913,1140,298,0.4986315,0.358049266,0.105996517,0.113585469,0.141826325,0.037073899
Phillips,Arkansas,05107,13383,7524,5915,1501,1562,2703,657,0.562205783,0.44197863,0.112157214,0.116715236,0.201972652,0.049092132
Pike,Arkansas,05109,8392,4155,2845,886,928,1212,312,0.495114395,0.339013346,0.10557674,0.110581506,0.14442326,0.037178265
Poinsett,Arkansas,05111,18214,9903,7012,1871,2119,2648,672,0.543702646,0.384978588,0.10272318,0.11633908,0.145382673,0.036894696
Polk,Arkansas,05113,15482,7904,5450,1863,1911,2422,635,0.510528356,0.352021703,0.12033329,0.123433665,0.156439736,0.041015373
Pope,Arkansas,05115,49491,24005,16777,4202,4591,6208,1553,0.485037684,0.338990928,0.084904326,0.092764341,0.125436948,0.031379443
Prairie,Arkansas,05117,6461,3271,2236,726,731,974,257,0.50626838,0.346076459,0.112366507,0.113140381,0.150750658,0.039777124
Pulaski,Arkansas,05119,301671,141823,104680,23077,22960,38634,9669,0.470124739,0.34700054,0.076497244,0.076109404,0.128066669,0.032051473
Randolph,Arkansas,05121,13693,7062,4902,1485,1594,1989,523,0.515737968,0.357993135,0.108449573,0.116409844,0.145256701,0.038194698
St. Francis,Arkansas,05123,20043,11803,9500,1993,2071,3458,812,0.5888839,0.473980941,0.099436212,0.103327845,0.172529063,0.040512897
Saline,Arkansas,05125,93198,45316,29823,7365,7386,10013,2667,0.48623361,0.319996137,0.079025301,0.079250628,0.107437928,0.028616494
Scott,Arkansas,05127,7923,3999,2868,952,1023,1305,329,0.504733056,0.361984097,0.120156506,0.129117758,0.164710337,0.041524675
Searcy,Arkansas,05129,6332,3172,2121,789,815,1016,266,0.500947568,0.334965256,0.12460518,0.128711308,0.160454833,0.042008844
Sebastian,Arkansas,05131,97228,48048,36558,8558,9303,13439,3284,0.494178632,0.376002798,0.088019912,0.095682314,0.1382215,0.033776278
Sevier,Arkansas,05133,12265,5481,4293,1147,1230,1756,436,0.44688137,0.350020383,0.093518141,0.100285365,0.143171627,0.035548308
Sharp,Arkansas,05135,13794,7361,5421,1831,1885,2328,616,0.533637814,0.392996955,0.132738872,0.136653618,0.16876903,0.044657097
Stone,Arkansas,05137,10061,5747,4065,1342,1362,1661,449,0.571215585,0.404035384,0.133386343,0.135374217,0.165092933,0.044627771
Union,Arkansas,05139,29707,13626,10665,2764,2824,4397,1096,0.458679772,0.359006295,0.093042044,0.09506177,0.148012253,0.036893661
Van Buren,Arkansas,05141,13275,6700,4872,1607,1637,2097,552,0.504708098,0.36700565,0.121054614,0.123314501,0.157966102,0.041581921
Washington,Arkansas,05143,179233,76903,57892,12343,12667,18103,4704,0.429067192,0.322998555,0.068865666,0.070673369,0.101002606,0.026245167
White,Arkansas,05145,60570,30443,22532,5173,5662,7478,1891,0.502608552,0.37199934,0.085405316,0.09347862,0.123460459,0.031220076
Woodruff,Arkansas,05147,5069,2713,1891,583,609,887,221,0.535214046,0.373051884,0.115012823,0.12014204,0.174985204,0.043598343
